segment_id,poi_category,count,radius_m,category_weight
364,schools_colleges,0,200,12
365,schools_colleges,1,200,12
366,schools_colleges,2,200,12
367,schools_colleges,1,200,12
368,schools_colleges,1,200,12
369,schools_colleges,0,200,12
370,schools_colleges,0,200,12
371,schools_colleges,0,200,12
372,schools_colleges,1,200,12
373,schools_colleges,0,200,12
374,schools_colleges,0,200,12
375,schools_colleges,1,200,12
376,schools_colleges,0,200,12
377,schools_colleges,1,200,12
378,schools_colleges,0,200,12
379,schools_colleges,0,200,12
380,schools_colleges,1,200,12
381,schools_colleges,0,200,12
382,schools_colleges,0,200,12
383,schools_colleges,0,200,12
384,schools_colleges,0,200,12
385,schools_colleges,0,200,12
386,schools_colleges,0,200,12
387,schools_colleges,1,200,12
388,schools_colleges,0,200,12
389,schools_colleges,1,200,12
390,schools_colleges,0,200,12
391,schools_colleges,0,200,12
392,schools_colleges,0,200,12
393,schools_colleges,1,200,12
394,schools_colleges,0,200,12
395,schools_colleges,0,200,12
396,schools_colleges,0,200,12
397,schools_colleges,1,200,12
398,schools_colleges,0,200,12
399,schools_colleges,2,200,12
400,schools_colleges,0,200,12
401,schools_colleges,0,200,12
402,schools_colleges,0,200,12
403,schools_colleges,0,200,12
404,schools_colleges,0,200,12
405,schools_colleges,0,200,12
406,schools_colleges,1,200,12
407,schools_colleges,1,200,12
408,schools_colleges,0,200,12
409,schools_colleges,1,200,12
410,schools_colleges,0,200,12
411,schools_colleges,0,200,12
412,schools_colleges,0,200,12
413,schools_colleges,0,200,12
414,schools_colleges,0,200,12
415,schools_colleges,0,200,12
416,schools_colleges,0,200,12
417,schools_colleges,1,200,12
418,schools_colleges,0,200,12
419,schools_colleges,0,200,12
420,schools_colleges,1,200,12
421,schools_colleges,2,200,12
422,schools_colleges,2,200,12
423,schools_colleges,1,200,12
424,schools_colleges,0,200,12
425,schools_colleges,2,200,12
426,schools_colleges,1,200,12
427,schools_colleges,0,200,12
428,schools_colleges,0,200,12
429,schools_colleges,1,200,12
430,schools_colleges,0,200,12
431,schools_colleges,0,200,12
432,schools_colleges,0,200,12
433,schools_colleges,0,200,12
434,schools_colleges,1,200,12
435,schools_colleges,0,200,12
436,schools_colleges,2,200,12
437,schools_colleges,1,200,12
438,schools_colleges,1,200,12
439,schools_colleges,1,200,12
440,schools_colleges,0,200,12
441,schools_colleges,0,200,12
442,schools_colleges,0,200,12
443,schools_colleges,0,200,12
444,schools_colleges,1,200,12
445,schools_colleges,2,200,12
446,schools_colleges,0,200,12
447,schools_colleges,0,200,12
448,schools_colleges,1,200,12
449,schools_colleges,0,200,12
450,schools_colleges,2,200,12
451,schools_colleges,1,200,12
452,schools_colleges,1,200,12
453,schools_colleges,0,200,12
454,schools_colleges,0,200,12
455,schools_colleges,2,200,12
456,schools_colleges,1,200,12
457,schools_colleges,0,200,12
458,schools_colleges,0,200,12
459,schools_colleges,2,200,12
460,schools_colleges,0,200,12
461,schools_colleges,0,200,12
462,schools_colleges,0,200,12
463,schools_colleges,2,200,12
464,schools_colleges,0,200,12
465,schools_colleges,1,200,12
466,schools_colleges,0,200,12
467,schools_colleges,0,200,12
468,schools_colleges,0,200,12
469,schools_colleges,1,200,12
470,schools_colleges,1,200,12
471,schools_colleges,1,200,12
472,schools_colleges,0,200,12
473,schools_colleges,2,200,12
474,schools_colleges,0,200,12
475,schools_colleges,0,200,12
476,schools_colleges,0,200,12
477,schools_colleges,1,200,12
478,schools_colleges,0,200,12
479,schools_colleges,0,200,12
480,schools_colleges,0,200,12
481,schools_colleges,1,200,12
482,schools_colleges,0,200,12
483,schools_colleges,1,200,12
484,schools_colleges,0,200,12
485,schools_colleges,0,200,12
486,schools_colleges,0,200,12
487,schools_colleges,0,200,12
488,schools_colleges,1,200,12
489,schools_colleges,0,200,12
490,schools_colleges,0,200,12
491,schools_colleges,0,200,12
492,schools_colleges,0,200,12
493,schools_colleges,0,200,12
494,schools_colleges,0,200,12
495,schools_colleges,0,200,12
496,schools_colleges,0,200,12
497,schools_colleges,0,200,12
498,schools_colleges,0,200,12
499,schools_colleges,0,200,12
500,schools_colleges,0,200,12
501,schools_colleges,0,200,12
502,schools_colleges,0,200,12
503,schools_colleges,0,200,12
504,schools_colleges,0,200,12
505,schools_colleges,0,200,12
506,schools_colleges,0,200,12
507,schools_colleges,0,200,12
508,schools_colleges,0,200,12
509,schools_colleges,0,200,12
510,schools_colleges,0,200,12
511,schools_colleges,0,200,12
512,schools_colleges,0,200,12
513,schools_colleges,0,200,12
514,schools_colleges,0,200,12
515,schools_colleges,0,200,12
516,schools_colleges,0,200,12
517,schools_colleges,0,200,12
518,schools_colleges,0,200,12
519,schools_colleges,0,200,12
520,schools_colleges,1,200,12
521,schools_colleges,0,200,12
522,schools_colleges,0,200,12
523,schools_colleges,0,200,12
524,schools_colleges,0,200,12
525,schools_colleges,0,200,12
526,schools_colleges,0,200,12
527,schools_colleges,0,200,12
528,schools_colleges,0,200,12
529,schools_colleges,0,200,12
530,schools_colleges,0,200,12
531,schools_colleges,0,200,12
532,schools_colleges,0,200,12
533,schools_colleges,0,200,12
534,schools_colleges,0,200,12
535,schools_colleges,1,200,12
536,schools_colleges,1,200,12
537,schools_colleges,0,200,12
538,schools_colleges,0,200,12
539,schools_colleges,0,200,12
540,schools_colleges,0,200,12
541,schools_colleges,1,200,12
542,schools_colleges,2,200,12
543,schools_colleges,0,200,12
544,schools_colleges,1,200,12
545,schools_colleges,0,200,12
546,schools_colleges,0,200,12
547,schools_colleges,2,200,12
548,schools_colleges,1,200,12
549,schools_colleges,1,200,12
550,schools_colleges,1,200,12
551,schools_colleges,1,200,12
552,schools_colleges,1,200,12
553,schools_colleges,1,200,12
554,schools_colleges,0,200,12
555,schools_colleges,0,200,12
556,schools_colleges,0,200,12
557,schools_colleges,1,200,12
558,schools_colleges,1,200,12
559,schools_colleges,0,200,12
560,schools_colleges,1,200,12
561,schools_colleges,1,200,12
562,schools_colleges,1,200,12
563,schools_colleges,0,200,12
564,schools_colleges,0,200,12
565,schools_colleges,0,200,12
566,schools_colleges,2,200,12
567,schools_colleges,0,200,12
568,schools_colleges,1,200,12
569,schools_colleges,0,200,12
570,schools_colleges,2,200,12
571,schools_colleges,0,200,12
572,schools_colleges,0,200,12
573,schools_colleges,0,200,12
574,schools_colleges,0,200,12
575,schools_colleges,0,200,12
576,schools_colleges,0,200,12
577,schools_colleges,0,200,12
578,schools_colleges,0,200,12
579,schools_colleges,0,200,12
580,schools_colleges,0,200,12
581,schools_colleges,1,200,12
582,schools_colleges,3,200,12
583,schools_colleges,0,200,12
584,schools_colleges,0,200,12
585,schools_colleges,0,200,12
586,schools_colleges,0,200,12
587,schools_colleges,0,200,12
588,schools_colleges,0,200,12
589,schools_colleges,1,200,12
590,schools_colleges,0,200,12
591,schools_colleges,0,200,12
592,schools_colleges,0,200,12
593,schools_colleges,0,200,12
594,schools_colleges,1,200,12
595,schools_colleges,0,200,12
596,schools_colleges,0,200,12
597,schools_colleges,0,200,12
598,schools_colleges,1,200,12
599,schools_colleges,0,200,12
600,schools_colleges,0,200,12
601,schools_colleges,0,200,12
602,schools_colleges,1,200,12
603,schools_colleges,0,200,12
604,schools_colleges,1,200,12
605,schools_colleges,0,200,12
606,schools_colleges,0,200,12
607,schools_colleges,2,200,12
608,schools_colleges,0,200,12
609,schools_colleges,1,200,12
610,schools_colleges,0,200,12
611,schools_colleges,0,200,12
612,schools_colleges,0,200,12
613,schools_colleges,0,200,12
614,schools_colleges,1,200,12
615,schools_colleges,0,200,12
616,schools_colleges,1,200,12
617,schools_colleges,0,200,12
618,schools_colleges,1,200,12
619,schools_colleges,2,200,12
620,schools_colleges,0,200,12
621,schools_colleges,0,200,12
622,schools_colleges,0,200,12
623,schools_colleges,0,200,12
624,schools_colleges,0,200,12
625,schools_colleges,0,200,12
626,schools_colleges,1,200,12
627,schools_colleges,0,200,12
628,schools_colleges,0,200,12
629,schools_colleges,1,200,12
630,schools_colleges,0,200,12
631,schools_colleges,0,200,12
632,schools_colleges,0,200,12
633,schools_colleges,0,200,12
634,schools_colleges,0,200,12
635,schools_colleges,0,200,12
636,schools_colleges,2,200,12
637,schools_colleges,1,200,12
638,schools_colleges,1,200,12
639,schools_colleges,0,200,12
640,schools_colleges,0,200,12
641,schools_colleges,0,200,12
642,schools_colleges,1,200,12
643,schools_colleges,0,200,12
644,schools_colleges,1,200,12
645,schools_colleges,0,200,12
646,schools_colleges,0,200,12
647,schools_colleges,2,200,12
648,schools_colleges,2,200,12
649,schools_colleges,0,200,12
650,schools_colleges,2,200,12
651,schools_colleges,0,200,12
652,schools_colleges,0,200,12
653,schools_colleges,2,200,12
654,schools_colleges,0,200,12
655,schools_colleges,0,200,12
656,schools_colleges,0,200,12
657,schools_colleges,2,200,12
658,schools_colleges,0,200,12
659,schools_colleges,0,200,12
660,schools_colleges,2,200,12
661,schools_colleges,0,200,12
662,schools_colleges,0,200,12
663,schools_colleges,1,200,12
664,schools_colleges,1,200,12
665,schools_colleges,0,200,12
666,schools_colleges,0,200,12
667,schools_colleges,1,200,12
668,schools_colleges,0,200,12
669,schools_colleges,0,200,12
670,schools_colleges,0,200,12
671,schools_colleges,2,200,12
672,schools_colleges,0,200,12
673,schools_colleges,2,200,12
674,schools_colleges,1,200,12
675,schools_colleges,1,200,12
676,schools_colleges,2,200,12
677,schools_colleges,1,200,12
678,schools_colleges,1,200,12
679,schools_colleges,1,200,12
680,schools_colleges,0,200,12
681,schools_colleges,0,200,12
682,schools_colleges,0,200,12
683,schools_colleges,0,200,12
684,schools_colleges,2,200,12
685,schools_colleges,2,200,12
686,schools_colleges,0,200,12
687,schools_colleges,0,200,12
688,schools_colleges,0,200,12
689,schools_colleges,1,200,12
690,schools_colleges,1,200,12
691,schools_colleges,0,200,12
692,schools_colleges,1,200,12
693,schools_colleges,0,200,12
694,schools_colleges,0,200,12
695,schools_colleges,2,200,12
696,schools_colleges,0,200,12
697,schools_colleges,1,200,12
698,schools_colleges,0,200,12
699,schools_colleges,0,200,12
700,schools_colleges,1,200,12
701,schools_colleges,0,200,12
702,schools_colleges,0,200,12
703,schools_colleges,2,200,12
704,schools_colleges,0,200,12
705,schools_colleges,0,200,12
706,schools_colleges,0,200,12
707,schools_colleges,1,200,12
708,schools_colleges,0,200,12
709,schools_colleges,1,200,12
710,schools_colleges,0,200,12
711,schools_colleges,1,200,12
712,schools_colleges,1,200,12
713,schools_colleges,1,200,12
714,schools_colleges,2,200,12
715,schools_colleges,0,200,12
716,schools_colleges,1,200,12
717,schools_colleges,1,200,12
718,schools_colleges,0,200,12
719,schools_colleges,1,200,12
720,schools_colleges,0,200,12
721,schools_colleges,0,200,12
722,schools_colleges,0,200,12
723,schools_colleges,3,200,12
724,schools_colleges,1,200,12
725,schools_colleges,0,200,12
726,schools_colleges,0,200,12
727,schools_colleges,0,200,12
728,schools_colleges,0,200,12
729,schools_colleges,1,200,12
730,schools_colleges,0,200,12
731,schools_colleges,0,200,12
732,schools_colleges,0,200,12
733,schools_colleges,0,200,12
734,schools_colleges,0,200,12
735,schools_colleges,1,200,12
736,schools_colleges,0,200,12
737,schools_colleges,1,200,12
738,schools_colleges,0,200,12
739,schools_colleges,1,200,12
740,schools_colleges,0,200,12
741,schools_colleges,0,200,12
742,schools_colleges,0,200,12
743,schools_colleges,0,200,12
744,schools_colleges,1,200,12
745,schools_colleges,0,200,12
746,schools_colleges,2,200,12
747,schools_colleges,0,200,12
748,schools_colleges,1,200,12
749,schools_colleges,0,200,12
750,schools_colleges,1,200,12
751,schools_colleges,1,200,12
752,schools_colleges,0,200,12
753,schools_colleges,1,200,12
754,schools_colleges,1,200,12
755,schools_colleges,0,200,12
756,schools_colleges,0,200,12
757,schools_colleges,0,200,12
758,schools_colleges,0,200,12
759,schools_colleges,0,200,12
760,schools_colleges,1,200,12
761,schools_colleges,1,200,12
762,schools_colleges,1,200,12
763,schools_colleges,0,200,12
764,schools_colleges,0,200,12
765,schools_colleges,0,200,12
766,schools_colleges,1,200,12
767,schools_colleges,0,200,12
768,schools_colleges,1,200,12
769,schools_colleges,0,200,12
770,schools_colleges,1,200,12
771,schools_colleges,0,200,12
772,schools_colleges,1,200,12
773,schools_colleges,2,200,12
774,schools_colleges,1,200,12
775,schools_colleges,2,200,12
776,schools_colleges,1,200,12
777,schools_colleges,0,200,12
778,schools_colleges,0,200,12
779,schools_colleges,0,200,12
780,schools_colleges,0,200,12
781,schools_colleges,0,200,12
782,schools_colleges,1,200,12
783,schools_colleges,0,200,12
784,schools_colleges,0,200,12
785,schools_colleges,0,200,12
786,schools_colleges,3,200,12
787,schools_colleges,1,200,12
788,schools_colleges,0,200,12
789,schools_colleges,0,200,12
790,schools_colleges,0,200,12
791,schools_colleges,0,200,12
792,schools_colleges,0,200,12
793,schools_colleges,1,200,12
794,schools_colleges,0,200,12
795,schools_colleges,0,200,12
796,schools_colleges,1,200,12
797,schools_colleges,1,200,12
798,schools_colleges,0,200,12
799,schools_colleges,0,200,12
800,schools_colleges,0,200,12
801,schools_colleges,0,200,12
802,schools_colleges,1,200,12
803,schools_colleges,1,200,12
804,schools_colleges,0,200,12
805,schools_colleges,0,200,12
806,schools_colleges,0,200,12
807,schools_colleges,1,200,12
808,schools_colleges,0,200,12
809,schools_colleges,0,200,12
810,schools_colleges,0,200,12
811,schools_colleges,1,200,12
812,schools_colleges,0,200,12
813,schools_colleges,0,200,12
814,schools_colleges,0,200,12
815,schools_colleges,0,200,12
816,schools_colleges,0,200,12
817,schools_colleges,1,200,12
818,schools_colleges,1,200,12
819,schools_colleges,1,200,12
820,schools_colleges,0,200,12
821,schools_colleges,0,200,12
822,schools_colleges,1,200,12
823,schools_colleges,0,200,12
824,schools_colleges,1,200,12
825,schools_colleges,0,200,12
826,schools_colleges,0,200,12
827,schools_colleges,0,200,12
828,schools_colleges,0,200,12
829,schools_colleges,0,200,12
830,schools_colleges,0,200,12
831,schools_colleges,1,200,12
832,schools_colleges,0,200,12
833,schools_colleges,0,200,12
834,schools_colleges,1,200,12
835,schools_colleges,0,200,12
836,schools_colleges,1,200,12
837,schools_colleges,0,200,12
838,schools_colleges,0,200,12
839,schools_colleges,0,200,12
840,schools_colleges,1,200,12
841,schools_colleges,0,200,12
842,schools_colleges,0,200,12
843,schools_colleges,0,200,12
844,schools_colleges,0,200,12
845,schools_colleges,0,200,12
846,schools_colleges,0,200,12
847,schools_colleges,0,200,12
848,schools_colleges,0,200,12
849,schools_colleges,0,200,12
850,schools_colleges,0,200,12
851,schools_colleges,0,200,12
852,schools_colleges,0,200,12
853,schools_colleges,0,200,12
854,schools_colleges,0,200,12
855,schools_colleges,0,200,12
856,schools_colleges,1,200,12
857,schools_colleges,0,200,12
858,schools_colleges,0,200,12
859,schools_colleges,0,200,12
860,schools_colleges,0,200,12
861,schools_colleges,0,200,12
862,schools_colleges,2,200,12
863,schools_colleges,0,200,12
864,schools_colleges,0,200,12
865,schools_colleges,0,200,12
866,schools_colleges,0,200,12
867,schools_colleges,0,200,12
868,schools_colleges,0,200,12
869,schools_colleges,0,200,12
870,schools_colleges,0,200,12
871,schools_colleges,0,200,12
872,schools_colleges,0,200,12
873,schools_colleges,0,200,12
874,schools_colleges,0,200,12
875,schools_colleges,1,200,12
876,schools_colleges,1,200,12
877,schools_colleges,0,200,12
878,schools_colleges,1,200,12
879,schools_colleges,0,200,12
880,schools_colleges,0,200,12
881,schools_colleges,0,200,12
882,schools_colleges,0,200,12
883,schools_colleges,0,200,12
884,schools_colleges,0,200,12
885,schools_colleges,0,200,12
886,schools_colleges,0,200,12
887,schools_colleges,0,200,12
888,schools_colleges,1,200,12
889,schools_colleges,0,200,12
890,schools_colleges,1,200,12
891,schools_colleges,0,200,12
892,schools_colleges,0,200,12
893,schools_colleges,0,200,12
894,schools_colleges,0,200,12
895,schools_colleges,0,200,12
896,schools_colleges,0,200,12
897,schools_colleges,0,200,12
898,schools_colleges,1,200,12
899,schools_colleges,0,200,12
900,schools_colleges,1,200,12
901,schools_colleges,0,200,12
902,schools_colleges,0,200,12
903,schools_colleges,0,200,12
904,schools_colleges,0,200,12
905,schools_colleges,0,200,12
906,schools_colleges,0,200,12
907,schools_colleges,0,200,12
908,schools_colleges,0,200,12
909,schools_colleges,0,200,12
910,schools_colleges,0,200,12
911,schools_colleges,0,200,12
912,schools_colleges,0,200,12
913,schools_colleges,0,200,12
914,schools_colleges,0,200,12
915,schools_colleges,0,200,12
916,schools_colleges,0,200,12
917,schools_colleges,0,200,12
918,schools_colleges,0,200,12
919,schools_colleges,0,200,12
920,schools_colleges,0,200,12
921,schools_colleges,0,200,12
922,schools_colleges,0,200,12
923,schools_colleges,0,200,12
924,schools_colleges,0,200,12
925,schools_colleges,0,200,12
926,schools_colleges,0,200,12
927,schools_colleges,1,200,12
928,schools_colleges,0,200,12
929,schools_colleges,0,200,12
930,schools_colleges,2,200,12
