segment_id,road_name,corridor_base,corridor_seq,corridor_type,start_lat,start_lon,end_lat,end_lon,_ring,_urb
12,NH-44 (Bellary Rd -> Hosur Rd) Seg-12,NH-44 (Bellary Rd -> Hosur Rd),11,NH,13.04494992,77.59483211999999,13.0348,77.59479999999999,,
13,NH-44 (Bellary Rd -> Hosur Rd) Seg-13,NH-44 (Bellary Rd -> Hosur Rd),12,NH,13.0348,77.59479999999999,13.019,77.59475,,
14,NH-44 (Bellary Rd -> Hosur Rd) Seg-14,NH-44 (Bellary Rd -> Hosur Rd),13,NH,13.019,77.59475,13.0032,77.5947,,
15,NH-44 (Bellary Rd -> Hosur Rd) Seg-15,NH-44 (Bellary Rd -> Hosur Rd),14,NH,13.0032,77.5947,12.99478176,77.59467336,,
16,NH-44 (Bellary Rd -> Hosur Rd) Seg-16,NH-44 (Bellary Rd -> Hosur Rd),15,NH,12.99478176,77.59467336,12.987400000000001,77.59465,,
17,NH-44 (Bellary Rd -> Hosur Rd) Seg-17,NH-44 (Bellary Rd -> Hosur Rd),16,NH,12.987400000000001,77.59465,12.9716,77.5946,,
18,NH-44 (Bellary Rd -> Hosur Rd) Seg-18,NH-44 (Bellary Rd -> Hosur Rd),17,NH,12.9716,77.5946,12.9583898,77.5965188,,
19,NH-44 (Bellary Rd -> Hosur Rd) Seg-19,NH-44 (Bellary Rd -> Hosur Rd),18,NH,12.9583898,77.5965188,12.95728,77.59668,,
20,NH-44 (Bellary Rd -> Hosur Rd) Seg-20,NH-44 (Bellary Rd -> Hosur Rd),19,NH,12.95728,77.59668,12.942960000000001,77.59876,,
21,NH-44 (Bellary Rd -> Hosur Rd) Seg-21,NH-44 (Bellary Rd -> Hosur Rd),20,NH,12.942960000000001,77.59876,12.92864,77.60084,,
22,NH-44 (Bellary Rd -> Hosur Rd) Seg-22,NH-44 (Bellary Rd -> Hosur Rd),21,NH,12.92864,77.60084,12.91432,77.60292,,
23,NH-44 (Bellary Rd -> Hosur Rd) Seg-23,NH-44 (Bellary Rd -> Hosur Rd),22,NH,12.91432,77.60292,12.9,77.605,,
24,NH-44 (Bellary Rd -> Hosur Rd) Seg-24,NH-44 (Bellary Rd -> Hosur Rd),23,NH,12.9,77.605,12.890001,77.61090850000001,,
25,NH-44 (Bellary Rd -> Hosur Rd) Seg-25,NH-44 (Bellary Rd -> Hosur Rd),24,NH,12.890001,77.61090850000001,12.88625,77.613125,,
26,NH-44 (Bellary Rd -> Hosur Rd) Seg-26,NH-44 (Bellary Rd -> Hosur Rd),25,NH,12.88625,77.613125,12.8725,77.62125,,
27,NH-44 (Bellary Rd -> Hosur Rd) Seg-27,NH-44 (Bellary Rd -> Hosur Rd),26,NH,12.8725,77.62125,12.85875,77.62937500000001,,
28,NH-44 (Bellary Rd -> Hosur Rd) Seg-28,NH-44 (Bellary Rd -> Hosur Rd),27,NH,12.85875,77.62937500000001,12.844999999999999,77.6375,,
29,NH-44 (Bellary Rd -> Hosur Rd) Seg-29,NH-44 (Bellary Rd -> Hosur Rd),28,NH,12.844999999999999,77.6375,12.831249999999999,77.645625,,
30,NH-44 (Bellary Rd -> Hosur Rd) Seg-30,NH-44 (Bellary Rd -> Hosur Rd),29,NH,12.831249999999999,77.645625,12.817499999999999,77.65375,,
31,NH-44 (Bellary Rd -> Hosur Rd) Seg-31,NH-44 (Bellary Rd -> Hosur Rd),30,NH,12.817499999999999,77.65375,12.803749999999999,77.66187500000001,,
32,NH-44 (Bellary Rd -> Hosur Rd) Seg-32,NH-44 (Bellary Rd -> Hosur Rd),31,NH,12.803749999999999,77.66187500000001,12.79,77.67,,
33,NH-44 (Bellary Rd -> Hosur Rd) Seg-33,NH-44 (Bellary Rd -> Hosur Rd),32,NH,12.79,77.67,12.777272727272727,77.68,,
34,NH-44 (Bellary Rd -> Hosur Rd) Seg-34,NH-44 (Bellary Rd -> Hosur Rd),33,NH,12.777272727272727,77.68,12.764545454545454,77.69,,
35,NH-44 (Bellary Rd -> Hosur Rd) Seg-35,NH-44 (Bellary Rd -> Hosur Rd),34,NH,12.764545454545454,77.69,12.751818181818182,77.7,,
36,NH-44 (Bellary Rd -> Hosur Rd) Seg-36,NH-44 (Bellary Rd -> Hosur Rd),35,NH,12.751818181818182,77.7,12.739090909090908,77.71000000000001,,
37,NH-44 (Bellary Rd -> Hosur Rd) Seg-37,NH-44 (Bellary Rd -> Hosur Rd),36,NH,12.739090909090908,77.71000000000001,12.73785,77.710975,,
38,NH-44 (Bellary Rd -> Hosur Rd) Seg-38,NH-44 (Bellary Rd -> Hosur Rd),37,NH,12.73785,77.710975,12.726566,77.719841,,
39,NH-44 (Bellary Rd -> Hosur Rd) Seg-39,NH-44 (Bellary Rd -> Hosur Rd),38,NH,12.726566,77.719841,12.713636363636363,77.73,,
40,NH-44 (Bellary Rd -> Hosur Rd) Seg-40,NH-44 (Bellary Rd -> Hosur Rd),39,NH,12.713636363636363,77.73,12.700909090909091,77.74,,
41,NH-44 (Bellary Rd -> Hosur Rd) Seg-41,NH-44 (Bellary Rd -> Hosur Rd),40,NH,12.700909090909091,77.74,12.688181818181818,77.75,,
42,NH-44 (Bellary Rd -> Hosur Rd) Seg-42,NH-44 (Bellary Rd -> Hosur Rd),41,NH,12.688181818181818,77.75,12.675454545454546,77.76,,
43,NH-44 (Bellary Rd -> Hosur Rd) Seg-43,NH-44 (Bellary Rd -> Hosur Rd),42,NH,12.675454545454546,77.76,12.662727272727272,77.77,,
44,NH-44 (Bellary Rd -> Hosur Rd) Seg-44,NH-44 (Bellary Rd -> Hosur Rd),43,NH,12.662727272727272,77.77,12.65,77.78,,
45,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-1","NH-75 (Bangalore-Mangalore, Tumkur Rd)",0,NH,12.9716,77.5946,12.980833333333333,77.58266666666667,,
46,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-2","NH-75 (Bangalore-Mangalore, Tumkur Rd)",1,NH,12.980833333333333,77.58266666666667,12.98289606,77.58000076,,
47,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-3","NH-75 (Bangalore-Mangalore, Tumkur Rd)",2,NH,12.98289606,77.58000076,12.990066666666667,77.57073333333334,,
48,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-4","NH-75 (Bangalore-Mangalore, Tumkur Rd)",3,NH,12.990066666666667,77.57073333333334,12.9993,77.55879999999999,,
49,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-5","NH-75 (Bangalore-Mangalore, Tumkur Rd)",4,NH,12.9993,77.55879999999999,13.008533333333332,77.54686666666666,,
50,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-6","NH-75 (Bangalore-Mangalore, Tumkur Rd)",5,NH,13.008533333333332,77.54686666666666,13.017766666666667,77.53493333333333,,
51,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-7","NH-75 (Bangalore-Mangalore, Tumkur Rd)",6,NH,13.017766666666667,77.53493333333333,13.02512194,77.52542724,,
52,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-8","NH-75 (Bangalore-Mangalore, Tumkur Rd)",7,NH,13.02512194,77.52542724,13.027,77.523,,
53,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-9","NH-75 (Bangalore-Mangalore, Tumkur Rd)",8,NH,13.027,77.523,13.036222222222221,77.51044444444445,,
54,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-10","NH-75 (Bangalore-Mangalore, Tumkur Rd)",9,NH,13.036222222222221,77.51044444444445,13.045444444444444,77.49788888888888,,
55,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-11","NH-75 (Bangalore-Mangalore, Tumkur Rd)",10,NH,13.045444444444444,77.49788888888888,13.054666666666666,77.48533333333333,,
56,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-12","NH-75 (Bangalore-Mangalore, Tumkur Rd)",11,NH,13.054666666666666,77.48533333333333,13.063888888888888,77.47277777777778,,
57,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-13","NH-75 (Bangalore-Mangalore, Tumkur Rd)",12,NH,13.063888888888888,77.47277777777778,13.07311111111111,77.46022222222221,,
58,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-14","NH-75 (Bangalore-Mangalore, Tumkur Rd)",13,NH,13.07311111111111,77.46022222222221,13.082333333333333,77.44766666666666,,
59,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-15","NH-75 (Bangalore-Mangalore, Tumkur Rd)",14,NH,13.082333333333333,77.44766666666666,13.091555555555555,77.43511111111111,,
60,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-16","NH-75 (Bangalore-Mangalore, Tumkur Rd)",15,NH,13.091555555555555,77.43511111111111,13.100777777777777,77.42255555555555,,
61,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-17","NH-75 (Bangalore-Mangalore, Tumkur Rd)",16,NH,13.100777777777777,77.42255555555555,13.11,77.41,,
62,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-18","NH-75 (Bangalore-Mangalore, Tumkur Rd)",17,NH,13.11,77.41,13.116999999999999,77.396,,
63,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-19","NH-75 (Bangalore-Mangalore, Tumkur Rd)",18,NH,13.116999999999999,77.396,13.123999999999999,77.38199999999999,,
64,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-20","NH-75 (Bangalore-Mangalore, Tumkur Rd)",19,NH,13.123999999999999,77.38199999999999,13.131,77.368,,
65,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-21","NH-75 (Bangalore-Mangalore, Tumkur Rd)",20,NH,13.131,77.368,13.138,77.354,,
66,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-22","NH-75 (Bangalore-Mangalore, Tumkur Rd)",21,NH,13.138,77.354,13.145,77.34,,
67,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-23","NH-75 (Bangalore-Mangalore, Tumkur Rd)",22,NH,13.145,77.34,13.152,77.326,,
68,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-24","NH-75 (Bangalore-Mangalore, Tumkur Rd)",23,NH,13.152,77.326,13.158999999999999,77.312,,
69,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-25","NH-75 (Bangalore-Mangalore, Tumkur Rd)",24,NH,13.158999999999999,77.312,13.166,77.298,,
70,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-26","NH-75 (Bangalore-Mangalore, Tumkur Rd)",25,NH,13.166,77.298,13.173,77.28399999999999,,
71,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-27","NH-75 (Bangalore-Mangalore, Tumkur Rd)",26,NH,13.173,77.28399999999999,13.18,77.27,,
72,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-28","NH-75 (Bangalore-Mangalore, Tumkur Rd)",27,NH,13.18,77.27,13.187272727272727,77.25545454545454,,
73,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-29","NH-75 (Bangalore-Mangalore, Tumkur Rd)",28,NH,13.187272727272727,77.25545454545454,13.194545454545453,77.24090909090908,,
74,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-30","NH-75 (Bangalore-Mangalore, Tumkur Rd)",29,NH,13.194545454545453,77.24090909090908,13.201818181818181,77.22636363636363,,
75,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-31","NH-75 (Bangalore-Mangalore, Tumkur Rd)",30,NH,13.201818181818181,77.22636363636363,13.209090909090909,77.21181818181817,,
76,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-32","NH-75 (Bangalore-Mangalore, Tumkur Rd)",31,NH,13.209090909090909,77.21181818181817,13.216363636363637,77.19727272727272,,
77,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-33","NH-75 (Bangalore-Mangalore, Tumkur Rd)",32,NH,13.216363636363637,77.19727272727272,13.223636363636363,77.18272727272728,,
78,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-34","NH-75 (Bangalore-Mangalore, Tumkur Rd)",33,NH,13.223636363636363,77.18272727272728,13.23090909090909,77.16818181818182,,
79,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-35","NH-75 (Bangalore-Mangalore, Tumkur Rd)",34,NH,13.23090909090909,77.16818181818182,13.238181818181818,77.15363636363637,,
80,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-36","NH-75 (Bangalore-Mangalore, Tumkur Rd)",35,NH,13.238181818181818,77.15363636363637,13.245454545454546,77.13909090909091,,
81,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-37","NH-75 (Bangalore-Mangalore, Tumkur Rd)",36,NH,13.245454545454546,77.13909090909091,13.252727272727272,77.12454545454545,,
82,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-38","NH-75 (Bangalore-Mangalore, Tumkur Rd)",37,NH,13.252727272727272,77.12454545454545,13.26,77.11,,
83,NH-948 (Nelamangala Bypass) Seg-1,NH-948 (Nelamangala Bypass),0,NH,13.1,77.39,13.099166666666667,77.375,,
84,NH-948 (Nelamangala Bypass) Seg-2,NH-948 (Nelamangala Bypass),1,NH,13.099166666666667,77.375,13.098333333333333,77.36,,
85,NH-948 (Nelamangala Bypass) Seg-3,NH-948 (Nelamangala Bypass),2,NH,13.098333333333333,77.36,13.0975,77.345,,
86,NH-948 (Nelamangala Bypass) Seg-4,NH-948 (Nelamangala Bypass),3,NH,13.0975,77.345,13.096666666666668,77.33,,
87,NH-948 (Nelamangala Bypass) Seg-5,NH-948 (Nelamangala Bypass),4,NH,13.096666666666668,77.33,13.095833333333333,77.315,,
88,NH-948 (Nelamangala Bypass) Seg-6,NH-948 (Nelamangala Bypass),5,NH,13.095833333333333,77.315,13.095,77.3,,
89,NH-948 (Nelamangala Bypass) Seg-7,NH-948 (Nelamangala Bypass),6,NH,13.095,77.3,13.09,77.28399999999999,,
90,NH-948 (Nelamangala Bypass) Seg-8,NH-948 (Nelamangala Bypass),7,NH,13.09,77.28399999999999,13.085,77.268,,
91,NH-948 (Nelamangala Bypass) Seg-9,NH-948 (Nelamangala Bypass),8,NH,13.085,77.268,13.08,77.252,,
92,NH-948 (Nelamangala Bypass) Seg-10,NH-948 (Nelamangala Bypass),9,NH,13.08,77.252,13.075000000000001,77.236,,
93,NH-948 (Nelamangala Bypass) Seg-11,NH-948 (Nelamangala Bypass),10,NH,13.075000000000001,77.236,13.07,77.22,,
94,NH-209 (Bannerghatta Rd) Seg-1,NH-209 (Bannerghatta Rd),0,NH,12.9716,77.5946,12.95870712,77.59573022,,
95,NH-209 (Bannerghatta Rd) Seg-2,NH-209 (Bannerghatta Rd),1,NH,12.95870712,77.59573022,12.9562,77.59595,,
96,NH-209 (Bannerghatta Rd) Seg-3,NH-209 (Bannerghatta Rd),2,NH,12.9562,77.59595,12.9408,77.59729999999999,,
97,NH-209 (Bannerghatta Rd) Seg-4,NH-209 (Bannerghatta Rd),3,NH,12.9408,77.59729999999999,12.9254,77.59864999999999,,
98,NH-209 (Bannerghatta Rd) Seg-5,NH-209 (Bannerghatta Rd),4,NH,12.9254,77.59864999999999,12.91,77.6,,
99,NH-209 (Bannerghatta Rd) Seg-6,NH-209 (Bannerghatta Rd),5,NH,12.91,77.6,12.894285714285715,77.59685714285713,,
100,NH-209 (Bannerghatta Rd) Seg-7,NH-209 (Bannerghatta Rd),6,NH,12.894285714285715,77.59685714285713,12.890002,77.5960004,,
101,NH-209 (Bannerghatta Rd) Seg-8,NH-209 (Bannerghatta Rd),7,NH,12.890002,77.5960004,12.878571428571428,77.59371428571428,,
102,NH-209 (Bannerghatta Rd) Seg-9,NH-209 (Bannerghatta Rd),8,NH,12.878571428571428,77.59371428571428,12.862857142857143,77.59057142857142,,
103,NH-209 (Bannerghatta Rd) Seg-10,NH-209 (Bannerghatta Rd),9,NH,12.862857142857143,77.59057142857142,12.847142857142858,77.58742857142857,,
104,NH-209 (Bannerghatta Rd) Seg-11,NH-209 (Bannerghatta Rd),10,NH,12.847142857142858,77.58742857142857,12.831428571428573,77.58428571428571,,
105,NH-209 (Bannerghatta Rd) Seg-12,NH-209 (Bannerghatta Rd),11,NH,12.831428571428573,77.58428571428571,12.815714285714286,77.58114285714286,,
106,NH-209 (Bannerghatta Rd) Seg-13,NH-209 (Bannerghatta Rd),12,NH,12.815714285714286,77.58114285714286,12.8,77.578,,
107,NH-209 (Bannerghatta Rd) Seg-14,NH-209 (Bannerghatta Rd),13,NH,12.8,77.578,12.785,77.57575,,
108,NH-209 (Bannerghatta Rd) Seg-15,NH-209 (Bannerghatta Rd),14,NH,12.785,77.57575,12.77,77.5735,,
109,NH-209 (Bannerghatta Rd) Seg-16,NH-209 (Bannerghatta Rd),15,NH,12.77,77.5735,12.755,77.57125,,
110,NH-209 (Bannerghatta Rd) Seg-17,NH-209 (Bannerghatta Rd),16,NH,12.755,77.57125,12.74,77.569,,
111,NH-209 (Bannerghatta Rd) Seg-18,NH-209 (Bannerghatta Rd),17,NH,12.74,77.569,12.725,77.56675,,
112,NH-209 (Bannerghatta Rd) Seg-19,NH-209 (Bannerghatta Rd),18,NH,12.725,77.56675,12.71,77.56450000000001,,
113,NH-209 (Bannerghatta Rd) Seg-20,NH-209 (Bannerghatta Rd),19,NH,12.71,77.56450000000001,12.695,77.56225,,
114,NH-209 (Bannerghatta Rd) Seg-21,NH-209 (Bannerghatta Rd),20,NH,12.695,77.56225,12.68,77.56,,
115,NH-209 (Bannerghatta Rd) Seg-22,NH-209 (Bannerghatta Rd),21,NH,12.68,77.56,12.66375,77.5575,,
116,NH-209 (Bannerghatta Rd) Seg-23,NH-209 (Bannerghatta Rd),22,NH,12.66375,77.5575,12.6475,77.555,,
117,NH-209 (Bannerghatta Rd) Seg-24,NH-209 (Bannerghatta Rd),23,NH,12.6475,77.555,12.63125,77.55250000000001,,
118,NH-209 (Bannerghatta Rd) Seg-25,NH-209 (Bannerghatta Rd),24,NH,12.63125,77.55250000000001,12.615,77.55000000000001,,
119,NH-209 (Bannerghatta Rd) Seg-26,NH-209 (Bannerghatta Rd),25,NH,12.615,77.55000000000001,12.59875,77.5475,,
120,NH-209 (Bannerghatta Rd) Seg-27,NH-209 (Bannerghatta Rd),26,NH,12.59875,77.5475,12.5825,77.545,,
121,NH-209 (Bannerghatta Rd) Seg-28,NH-209 (Bannerghatta Rd),27,NH,12.5825,77.545,12.56625,77.5425,,
122,NH-209 (Bannerghatta Rd) Seg-29,NH-209 (Bannerghatta Rd),28,NH,12.56625,77.5425,12.55,77.54,,
123,SH-17 (Old Madras Rd) Seg-1,SH-17 (Old Madras Rd),0,SH,12.99,77.65,12.992222222222223,77.65777777777778,,
124,SH-17 (Old Madras Rd) Seg-2,SH-17 (Old Madras Rd),1,SH,12.992222222222223,77.65777777777778,12.994444444444445,77.66555555555556,,
125,SH-17 (Old Madras Rd) Seg-3,SH-17 (Old Madras Rd),2,SH,12.994444444444445,77.66555555555556,12.996666666666666,77.67333333333333,,
126,SH-17 (Old Madras Rd) Seg-4,SH-17 (Old Madras Rd),3,SH,12.996666666666666,77.67333333333333,12.998888888888889,77.68111111111111,,
127,SH-17 (Old Madras Rd) Seg-5,SH-17 (Old Madras Rd),4,SH,12.998888888888889,77.68111111111111,12.99913,77.681955,,
128,SH-17 (Old Madras Rd) Seg-6,SH-17 (Old Madras Rd),5,SH,12.99913,77.681955,13.001111111111111,77.6888888888889,,
129,SH-17 (Old Madras Rd) Seg-7,SH-17 (Old Madras Rd),6,SH,13.001111111111111,77.6888888888889,13.003333333333334,77.69666666666667,,
130,SH-17 (Old Madras Rd) Seg-8,SH-17 (Old Madras Rd),7,SH,13.003333333333334,77.69666666666667,13.005555555555555,77.70444444444445,,
131,SH-17 (Old Madras Rd) Seg-9,SH-17 (Old Madras Rd),8,SH,13.005555555555555,77.70444444444445,13.007777777777777,77.71222222222222,,
132,SH-17 (Old Madras Rd) Seg-10,SH-17 (Old Madras Rd),9,SH,13.007777777777777,77.71222222222222,13.01,77.72,,
133,SH-17 (Old Madras Rd) Seg-11,SH-17 (Old Madras Rd),10,SH,13.01,77.72,13.012307692307692,77.72769230769231,,
134,SH-17 (Old Madras Rd) Seg-12,SH-17 (Old Madras Rd),11,SH,13.012307692307692,77.72769230769231,13.014615384615384,77.73538461538462,,
135,SH-17 (Old Madras Rd) Seg-13,SH-17 (Old Madras Rd),12,SH,13.014615384615384,77.73538461538462,13.016923076923076,77.74307692307693,,
136,SH-17 (Old Madras Rd) Seg-14,SH-17 (Old Madras Rd),13,SH,13.016923076923076,77.74307692307693,13.019230769230768,77.75076923076922,,
137,SH-17 (Old Madras Rd) Seg-15,SH-17 (Old Madras Rd),14,SH,13.019230769230768,77.75076923076922,13.02153846153846,77.75846153846153,,
138,SH-17 (Old Madras Rd) Seg-16,SH-17 (Old Madras Rd),15,SH,13.02153846153846,77.75846153846153,13.023846153846153,77.76615384615384,,
139,SH-17 (Old Madras Rd) Seg-17,SH-17 (Old Madras Rd),16,SH,13.023846153846153,77.76615384615384,13.026153846153846,77.77384615384615,,
140,SH-17 (Old Madras Rd) Seg-18,SH-17 (Old Madras Rd),17,SH,13.026153846153846,77.77384615384615,13.028461538461539,77.78153846153846,,
141,SH-17 (Old Madras Rd) Seg-19,SH-17 (Old Madras Rd),18,SH,13.028461538461539,77.78153846153846,13.03076923076923,77.78923076923077,,
142,SH-17 (Old Madras Rd) Seg-20,SH-17 (Old Madras Rd),19,SH,13.03076923076923,77.78923076923077,13.033076923076923,77.79692307692306,,
143,SH-17 (Old Madras Rd) Seg-21,SH-17 (Old Madras Rd),20,SH,13.033076923076923,77.79692307692306,13.035384615384615,77.80461538461537,,
144,SH-17 (Old Madras Rd) Seg-22,SH-17 (Old Madras Rd),21,SH,13.035384615384615,77.80461538461537,13.037692307692307,77.81230769230768,,
145,SH-17 (Old Madras Rd) Seg-23,SH-17 (Old Madras Rd),22,SH,13.037692307692307,77.81230769230768,13.04,77.82,,
146,SH-17 (Old Madras Rd) Seg-24,SH-17 (Old Madras Rd),23,SH,13.04,77.82,13.042142857142856,77.82785714285714,,
147,SH-17 (Old Madras Rd) Seg-25,SH-17 (Old Madras Rd),24,SH,13.042142857142856,77.82785714285714,13.044285714285714,77.83571428571427,,
148,SH-17 (Old Madras Rd) Seg-26,SH-17 (Old Madras Rd),25,SH,13.044285714285714,77.83571428571427,13.04642857142857,77.84357142857142,,
149,SH-17 (Old Madras Rd) Seg-27,SH-17 (Old Madras Rd),26,SH,13.04642857142857,77.84357142857142,13.048571428571428,77.85142857142857,,
150,SH-17 (Old Madras Rd) Seg-28,SH-17 (Old Madras Rd),27,SH,13.048571428571428,77.85142857142857,13.050714285714285,77.85928571428572,,
151,SH-17 (Old Madras Rd) Seg-29,SH-17 (Old Madras Rd),28,SH,13.050714285714285,77.85928571428572,13.052857142857142,77.86714285714285,,
152,SH-17 (Old Madras Rd) Seg-30,SH-17 (Old Madras Rd),29,SH,13.052857142857142,77.86714285714285,13.055,77.875,,
153,SH-17 (Old Madras Rd) Seg-31,SH-17 (Old Madras Rd),30,SH,13.055,77.875,13.057142857142857,77.88285714285715,,
154,SH-17 (Old Madras Rd) Seg-32,SH-17 (Old Madras Rd),31,SH,13.057142857142857,77.88285714285715,13.059285714285714,77.89071428571428,,
155,SH-17 (Old Madras Rd) Seg-33,SH-17 (Old Madras Rd),32,SH,13.059285714285714,77.89071428571428,13.061428571428571,77.89857142857143,,
156,SH-17 (Old Madras Rd) Seg-34,SH-17 (Old Madras Rd),33,SH,13.061428571428571,77.89857142857143,13.063571428571429,77.90642857142858,,
157,SH-17 (Old Madras Rd) Seg-35,SH-17 (Old Madras Rd),34,SH,13.063571428571429,77.90642857142858,13.065714285714286,77.91428571428573,,
158,SH-17 (Old Madras Rd) Seg-36,SH-17 (Old Madras Rd),35,SH,13.065714285714286,77.91428571428573,13.067857142857143,77.92214285714286,,
159,SH-17 (Old Madras Rd) Seg-37,SH-17 (Old Madras Rd),36,SH,13.067857142857143,77.92214285714286,13.07,77.93,,
160,SH-35 (Kanakapura Rd) Seg-1,SH-35 (Kanakapura Rd),0,SH,12.94,77.57,12.933076923076923,77.56615384615384,,
161,SH-35 (Kanakapura Rd) Seg-2,SH-35 (Kanakapura Rd),1,SH,12.933076923076923,77.56615384615384,12.926153846153845,77.56230769230768,,
162,SH-35 (Kanakapura Rd) Seg-3,SH-35 (Kanakapura Rd),2,SH,12.926153846153845,77.56230769230768,12.919230769230769,77.55846153846153,,
163,SH-35 (Kanakapura Rd) Seg-4,SH-35 (Kanakapura Rd),3,SH,12.919230769230769,77.55846153846153,12.912307692307692,77.55461538461537,,
164,SH-35 (Kanakapura Rd) Seg-5,SH-35 (Kanakapura Rd),4,SH,12.912307692307692,77.55461538461537,12.910651,77.55369499999999,,
165,SH-35 (Kanakapura Rd) Seg-6,SH-35 (Kanakapura Rd),5,SH,12.910651,77.55369499999999,12.905384615384614,77.55076923076922,,
166,SH-35 (Kanakapura Rd) Seg-7,SH-35 (Kanakapura Rd),6,SH,12.905384615384614,77.55076923076922,12.898461538461538,77.54692307692306,,
167,SH-35 (Kanakapura Rd) Seg-8,SH-35 (Kanakapura Rd),7,SH,12.898461538461538,77.54692307692306,12.891538461538461,77.54307692307692,,
168,SH-35 (Kanakapura Rd) Seg-9,SH-35 (Kanakapura Rd),8,SH,12.891538461538461,77.54307692307692,12.884615384615385,77.53923076923077,,
169,SH-35 (Kanakapura Rd) Seg-10,SH-35 (Kanakapura Rd),9,SH,12.884615384615385,77.53923076923077,12.877692307692307,77.53538461538461,,
