segment_id,road_name,corridor_base,corridor_seq,corridor_type,functional_class,urban_rural_flag,segment_length_km,lane_count,median_presence,intersection_density,posted_speed_limit,start_lat,start_lon,end_lat,end_lon,geometry,dist_from_center_km
12,NH-44 (Bellary Rd -> Hosur Rd) Seg-12,NH-44 (Bellary Rd -> Hosur Rd),11,NH,Highway,Urban,1.129,8,True,0.54,80,13.04494992,77.59483211999999,13.0348,77.59479999999999,"LINESTRING(77.594832 13.04495, 77.5948 13.0348)",8.16
13,NH-44 (Bellary Rd -> Hosur Rd) Seg-13,NH-44 (Bellary Rd -> Hosur Rd),12,NH,Highway,Urban,1.757,8,True,0.59,80,13.0348,77.59479999999999,13.019,77.59475,"LINESTRING(77.5948 13.0348, 77.59475 13.019)",7.03
14,NH-44 (Bellary Rd -> Hosur Rd) Seg-14,NH-44 (Bellary Rd -> Hosur Rd),13,NH,Highway,Urban,1.757,4,True,0.61,70,13.019,77.59475,13.0032,77.5947,"LINESTRING(77.59475 13.019, 77.5947 13.0032)",5.27
15,NH-44 (Bellary Rd -> Hosur Rd) Seg-15,NH-44 (Bellary Rd -> Hosur Rd),14,NH,Highway,Urban,0.936,6,True,0.62,60,13.0032,77.5947,12.99478176,77.59467336,"LINESTRING(77.5947 13.0032, 77.594673 12.994782)",3.51
16,NH-44 (Bellary Rd -> Hosur Rd) Seg-16,NH-44 (Bellary Rd -> Hosur Rd),15,NH,Highway,Urban,0.821,8,True,0.48,90,12.99478176,77.59467336,12.9874,77.59465,"LINESTRING(77.594673 12.994782, 77.59465 12.9874)",2.58
17,NH-44 (Bellary Rd -> Hosur Rd) Seg-17,NH-44 (Bellary Rd -> Hosur Rd),16,NH,Highway,Urban,1.757,4,False,0.55,60,12.9874,77.59465,12.9716,77.5946,"LINESTRING(77.59465 12.9874, 77.5946 12.9716)",1.76
18,NH-44 (Bellary Rd -> Hosur Rd) Seg-18,NH-44 (Bellary Rd -> Hosur Rd),17,NH,Highway,Urban,1.484,7,False,0.64,70,12.9716,77.5946,12.9583898,77.5965188,"LINESTRING(77.5946 12.9716, 77.596519 12.95839)",0.0
19,NH-44 (Bellary Rd -> Hosur Rd) Seg-19,NH-44 (Bellary Rd -> Hosur Rd),18,NH,Highway,Urban,0.125,4,True,0.67,90,12.9583898,77.5965188,12.95728,77.59668,"LINESTRING(77.596519 12.95839, 77.59668 12.95728)",1.48
20,NH-44 (Bellary Rd -> Hosur Rd) Seg-20,NH-44 (Bellary Rd -> Hosur Rd),19,NH,Highway,Urban,1.608,6,True,0.59,60,12.95728,77.59668,12.94296,77.59876,"LINESTRING(77.59668 12.95728, 77.59876 12.94296)",1.61
21,NH-44 (Bellary Rd -> Hosur Rd) Seg-21,NH-44 (Bellary Rd -> Hosur Rd),20,NH,Highway,Urban,1.608,8,True,0.58,80,12.94296,77.59876,12.92864,77.60084,"LINESTRING(77.59876 12.94296, 77.60084 12.92864)",3.22
22,NH-44 (Bellary Rd -> Hosur Rd) Seg-22,NH-44 (Bellary Rd -> Hosur Rd),21,NH,Highway,Urban,1.608,5,True,0.64,60,12.92864,77.60084,12.91432,77.60292,"LINESTRING(77.60084 12.92864, 77.60292 12.91432)",4.82
23,NH-44 (Bellary Rd -> Hosur Rd) Seg-23,NH-44 (Bellary Rd -> Hosur Rd),22,NH,Highway,Urban,1.608,5,True,0.43,60,12.91432,77.60292,12.9,77.605,"LINESTRING(77.60292 12.91432, 77.605 12.9)",6.43
24,NH-44 (Bellary Rd -> Hosur Rd) Seg-24,NH-44 (Bellary Rd -> Hosur Rd),23,NH,Highway,Urban,1.283,5,True,0.46,60,12.9,77.605,12.890001,77.61090850000001,"LINESTRING(77.605 12.9, 77.610909 12.890001)",8.04
25,NH-44 (Bellary Rd -> Hosur Rd) Seg-25,NH-44 (Bellary Rd -> Hosur Rd),24,NH,Highway,Urban,0.481,7,False,0.45,70,12.890001,77.61090850000001,12.88625,77.613125,"LINESTRING(77.610909 12.890001, 77.613125 12.88625)",9.24
26,NH-44 (Bellary Rd -> Hosur Rd) Seg-26,NH-44 (Bellary Rd -> Hosur Rd),25,NH,Highway,Urban,1.764,5,False,0.58,80,12.88625,77.613125,12.8725,77.62125,"LINESTRING(77.613125 12.88625, 77.62125 12.8725)",9.7
27,NH-44 (Bellary Rd -> Hosur Rd) Seg-27,NH-44 (Bellary Rd -> Hosur Rd),26,NH,Highway,Peri-Urban,1.764,8,True,0.41,70,12.8725,77.62125,12.85875,77.62937500000001,"LINESTRING(77.62125 12.8725, 77.629375 12.85875)",11.39
28,NH-44 (Bellary Rd -> Hosur Rd) Seg-28,NH-44 (Bellary Rd -> Hosur Rd),27,NH,Highway,Peri-Urban,1.765,6,True,0.35,90,12.85875,77.62937500000001,12.845,77.6375,"LINESTRING(77.629375 12.85875, 77.6375 12.845)",13.1
29,NH-44 (Bellary Rd -> Hosur Rd) Seg-29,NH-44 (Bellary Rd -> Hosur Rd),28,NH,Highway,Peri-Urban,1.765,6,True,0.39,60,12.845,77.6375,12.83125,77.645625,"LINESTRING(77.6375 12.845, 77.645625 12.83125)",14.83
30,NH-44 (Bellary Rd -> Hosur Rd) Seg-30,NH-44 (Bellary Rd -> Hosur Rd),29,NH,Highway,Peri-Urban,1.765,6,True,0.4,60,12.83125,77.645625,12.8175,77.65375,"LINESTRING(77.645625 12.83125, 77.65375 12.8175)",16.56
31,NH-44 (Bellary Rd -> Hosur Rd) Seg-31,NH-44 (Bellary Rd -> Hosur Rd),30,NH,Highway,Peri-Urban,1.765,6,False,0.3,60,12.8175,77.65375,12.80375,77.66187500000001,"LINESTRING(77.65375 12.8175, 77.661875 12.80375)",18.3
32,NH-44 (Bellary Rd -> Hosur Rd) Seg-32,NH-44 (Bellary Rd -> Hosur Rd),31,NH,Highway,Rural,1.765,6,False,0.36,60,12.80375,77.66187500000001,12.79,77.67,"LINESTRING(77.661875 12.80375, 77.67 12.79)",20.04
33,NH-44 (Bellary Rd -> Hosur Rd) Seg-33,NH-44 (Bellary Rd -> Hosur Rd),32,NH,Highway,Rural,1.783,6,True,0.26,70,12.79,77.67,12.777272727272727,77.68,"LINESTRING(77.67 12.79, 77.68 12.777273)",21.78
34,NH-44 (Bellary Rd -> Hosur Rd) Seg-34,NH-44 (Bellary Rd -> Hosur Rd),33,NH,Highway,Rural,1.783,8,True,0.29,80,12.777272727272727,77.68,12.764545454545454,77.69,"LINESTRING(77.68 12.777273, 77.69 12.764545)",23.51
35,NH-44 (Bellary Rd -> Hosur Rd) Seg-35,NH-44 (Bellary Rd -> Hosur Rd),34,NH,Highway,Rural,1.783,8,True,0.2,80,12.764545454545454,77.69,12.751818181818182,77.7,"LINESTRING(77.69 12.764545, 77.7 12.751818)",25.24
36,NH-44 (Bellary Rd -> Hosur Rd) Seg-36,NH-44 (Bellary Rd -> Hosur Rd),35,NH,Highway,Rural,1.783,7,True,0.24,70,12.751818181818182,77.7,12.739090909090908,77.71000000000001,"LINESTRING(77.7 12.751818, 77.71 12.739091)",26.98
37,NH-44 (Bellary Rd -> Hosur Rd) Seg-37,NH-44 (Bellary Rd -> Hosur Rd),36,NH,Highway,Rural,0.174,7,False,0.16,70,12.739090909090908,77.71000000000001,12.73785,77.710975,"LINESTRING(77.71 12.739091, 77.710975 12.73785)",28.72
38,NH-44 (Bellary Rd -> Hosur Rd) Seg-38,NH-44 (Bellary Rd -> Hosur Rd),37,NH,Highway,Rural,1.581,7,True,0.19,70,12.73785,77.710975,12.726566,77.719841,"LINESTRING(77.710975 12.73785, 77.719841 12.726566)",28.89
39,NH-44 (Bellary Rd -> Hosur Rd) Seg-39,NH-44 (Bellary Rd -> Hosur Rd),38,NH,Highway,Rural,1.811,5,True,0.17,80,12.726566,77.719841,12.713636363636365,77.73,"LINESTRING(77.719841 12.726566, 77.73 12.713636)",30.44
40,NH-44 (Bellary Rd -> Hosur Rd) Seg-40,NH-44 (Bellary Rd -> Hosur Rd),39,NH,Highway,Rural,1.783,8,True,0.11,90,12.713636363636365,77.73,12.700909090909091,77.74,"LINESTRING(77.73 12.713636, 77.74 12.700909)",32.22
41,NH-44 (Bellary Rd -> Hosur Rd) Seg-41,NH-44 (Bellary Rd -> Hosur Rd),40,NH,Highway,Rural,1.783,6,True,0.1,60,12.700909090909091,77.74,12.688181818181818,77.75,"LINESTRING(77.74 12.700909, 77.75 12.688182)",33.98
42,NH-44 (Bellary Rd -> Hosur Rd) Seg-42,NH-44 (Bellary Rd -> Hosur Rd),41,NH,Highway,Rural,1.783,5,True,0.12,90,12.688181818181818,77.75,12.675454545454546,77.76,"LINESTRING(77.75 12.688182, 77.76 12.675455)",35.74
43,NH-44 (Bellary Rd -> Hosur Rd) Seg-43,NH-44 (Bellary Rd -> Hosur Rd),42,NH,Highway,Rural,1.783,8,True,0.12,70,12.675454545454546,77.76,12.662727272727272,77.77,"LINESTRING(77.76 12.675455, 77.77 12.662727)",37.5
44,NH-44 (Bellary Rd -> Hosur Rd) Seg-44,NH-44 (Bellary Rd -> Hosur Rd),43,NH,Highway,Rural,1.783,4,True,0.12,90,12.662727272727272,77.77,12.65,77.78,"LINESTRING(77.77 12.662727, 77.78 12.65)",39.26
45,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-1","NH-75 (Bangalore-Mangalore, Tumkur Rd)",0,NH,Highway,Urban,1.651,8,False,0.71,70,12.9716,77.5946,12.980833333333331,77.58266666666667,"LINESTRING(77.5946 12.9716, 77.582667 12.980833)",0.0
46,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-2","NH-75 (Bangalore-Mangalore, Tumkur Rd)",1,NH,Highway,Urban,0.369,7,True,0.6,90,12.980833333333331,77.58266666666667,12.98289606,77.58000076,"LINESTRING(77.582667 12.980833, 77.580001 12.982896)",1.65
47,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-3","NH-75 (Bangalore-Mangalore, Tumkur Rd)",2,NH,Highway,Urban,1.282,4,True,0.61,70,12.98289606,77.58000076,12.990066666666667,77.57073333333334,"LINESTRING(77.580001 12.982896, 77.570733 12.990067)",2.02
48,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-4","NH-75 (Bangalore-Mangalore, Tumkur Rd)",3,NH,Highway,Urban,1.651,4,True,0.58,60,12.990066666666667,77.57073333333334,12.9993,77.55879999999999,"LINESTRING(77.570733 12.990067, 77.5588 12.9993)",3.3
49,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-5","NH-75 (Bangalore-Mangalore, Tumkur Rd)",4,NH,Highway,Urban,1.651,6,True,0.55,60,12.9993,77.55879999999999,13.008533333333332,77.54686666666666,"LINESTRING(77.5588 12.9993, 77.546867 13.008533)",4.95
50,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-6","NH-75 (Bangalore-Mangalore, Tumkur Rd)",5,NH,Highway,Urban,1.651,4,True,0.51,60,13.008533333333332,77.54686666666666,13.017766666666668,77.53493333333333,"LINESTRING(77.546867 13.008533, 77.534933 13.017767)",6.6
51,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-7","NH-75 (Bangalore-Mangalore, Tumkur Rd)",6,NH,Highway,Urban,1.315,4,True,0.44,80,13.017766666666668,77.53493333333333,13.02512194,77.52542724,"LINESTRING(77.534933 13.017767, 77.525427 13.025122)",8.26
52,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-8","NH-75 (Bangalore-Mangalore, Tumkur Rd)",7,NH,Highway,Urban,0.336,6,True,0.45,80,13.02512194,77.52542724,13.027,77.523,"LINESTRING(77.525427 13.025122, 77.523 13.027)",9.57
53,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-9","NH-75 (Bangalore-Mangalore, Tumkur Rd)",8,NH,Highway,Urban,1.703,8,False,0.44,60,13.027,77.523,13.03622222222222,77.51044444444445,"LINESTRING(77.523 13.027, 77.510444 13.036222)",9.91
54,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-10","NH-75 (Bangalore-Mangalore, Tumkur Rd)",9,NH,Highway,Peri-Urban,1.703,6,True,0.41,90,13.03622222222222,77.51044444444445,13.045444444444444,77.49788888888888,"LINESTRING(77.510444 13.036222, 77.497889 13.045444)",11.61
55,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-11","NH-75 (Bangalore-Mangalore, Tumkur Rd)",10,NH,Highway,Peri-Urban,1.703,8,False,0.48,70,13.045444444444444,77.49788888888888,13.054666666666666,77.48533333333333,"LINESTRING(77.497889 13.045444, 77.485333 13.054667)",13.31
56,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-12","NH-75 (Bangalore-Mangalore, Tumkur Rd)",11,NH,Highway,Peri-Urban,1.703,8,True,0.34,60,13.054666666666666,77.48533333333333,13.063888888888888,77.47277777777778,"LINESTRING(77.485333 13.054667, 77.472778 13.063889)",15.01
57,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-13","NH-75 (Bangalore-Mangalore, Tumkur Rd)",12,NH,Highway,Peri-Urban,1.703,8,False,0.33,80,13.063888888888888,77.47277777777778,13.07311111111111,77.46022222222221,"LINESTRING(77.472778 13.063889, 77.460222 13.073111)",16.72
58,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-14","NH-75 (Bangalore-Mangalore, Tumkur Rd)",13,NH,Highway,Peri-Urban,1.703,7,True,0.35,80,13.07311111111111,77.46022222222221,13.082333333333333,77.44766666666666,"LINESTRING(77.460222 13.073111, 77.447667 13.082333)",18.42
59,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-15","NH-75 (Bangalore-Mangalore, Tumkur Rd)",14,NH,Highway,Rural,1.703,6,True,0.29,60,13.082333333333333,77.44766666666666,13.091555555555557,77.43511111111111,"LINESTRING(77.447667 13.082333, 77.435111 13.091556)",20.12
60,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-16","NH-75 (Bangalore-Mangalore, Tumkur Rd)",15,NH,Highway,Rural,1.703,6,True,0.26,70,13.091555555555557,77.43511111111111,13.100777777777775,77.42255555555555,"LINESTRING(77.435111 13.091556, 77.422556 13.100778)",21.83
61,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-17","NH-75 (Bangalore-Mangalore, Tumkur Rd)",16,NH,Highway,Rural,1.703,5,True,0.25,80,13.100777777777775,77.42255555555555,13.11,77.41,"LINESTRING(77.422556 13.100778, 77.41 13.11)",23.53
62,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-18","NH-75 (Bangalore-Mangalore, Tumkur Rd)",17,NH,Highway,Rural,1.704,6,True,0.24,70,13.11,77.41,13.117,77.396,"LINESTRING(77.41 13.11, 77.396 13.117)",25.23
63,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-19","NH-75 (Bangalore-Mangalore, Tumkur Rd)",18,NH,Highway,Rural,1.704,5,True,0.22,70,13.117,77.396,13.124,77.38199999999999,"LINESTRING(77.396 13.117, 77.382 13.124)",26.91
64,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-20","NH-75 (Bangalore-Mangalore, Tumkur Rd)",19,NH,Highway,Rural,1.704,5,True,0.22,70,13.124,77.38199999999999,13.131,77.368,"LINESTRING(77.382 13.124, 77.368 13.131)",28.59
65,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-21","NH-75 (Bangalore-Mangalore, Tumkur Rd)",20,NH,Highway,Rural,1.704,8,True,0.18,70,13.131,77.368,13.138,77.354,"LINESTRING(77.368 13.131, 77.354 13.138)",30.28
66,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-22","NH-75 (Bangalore-Mangalore, Tumkur Rd)",21,NH,Highway,Rural,1.704,4,True,0.13,70,13.138,77.354,13.145,77.34,"LINESTRING(77.354 13.138, 77.34 13.145)",31.96
67,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-23","NH-75 (Bangalore-Mangalore, Tumkur Rd)",22,NH,Highway,Rural,1.704,4,False,0.12,60,13.145,77.34,13.152,77.326,"LINESTRING(77.34 13.145, 77.326 13.152)",33.65
68,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-24","NH-75 (Bangalore-Mangalore, Tumkur Rd)",23,NH,Highway,Rural,1.704,4,True,0.12,60,13.152,77.326,13.159,77.312,"LINESTRING(77.326 13.152, 77.312 13.159)",35.34
69,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-25","NH-75 (Bangalore-Mangalore, Tumkur Rd)",24,NH,Highway,Rural,1.704,8,True,0.11,60,13.159,77.312,13.166,77.298,"LINESTRING(77.312 13.159, 77.298 13.166)",37.03
70,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-26","NH-75 (Bangalore-Mangalore, Tumkur Rd)",25,NH,Highway,Rural,1.704,7,True,0.14,60,13.166,77.298,13.173,77.28399999999999,"LINESTRING(77.298 13.166, 77.284 13.173)",38.72
71,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-27","NH-75 (Bangalore-Mangalore, Tumkur Rd)",26,NH,Highway,Rural,1.704,8,True,0.1,70,13.173,77.28399999999999,13.18,77.27,"LINESTRING(77.284 13.173, 77.27 13.18)",40.41
72,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-28","NH-75 (Bangalore-Mangalore, Tumkur Rd)",27,NH,Highway,Rural,1.77,5,True,0.11,80,13.18,77.27,13.187272727272727,77.25545454545454,"LINESTRING(77.27 13.18, 77.255455 13.187273)",42.11
73,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-29","NH-75 (Bangalore-Mangalore, Tumkur Rd)",28,NH,Highway,Rural,1.77,7,True,0.13,60,13.187272727272727,77.25545454545454,13.194545454545452,77.24090909090908,"LINESTRING(77.255455 13.187273, 77.240909 13.194545)",43.87
74,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-30","NH-75 (Bangalore-Mangalore, Tumkur Rd)",29,NH,Highway,Rural,1.77,5,True,0.12,70,13.194545454545452,77.24090909090908,13.20181818181818,77.22636363636363,"LINESTRING(77.240909 13.194545, 77.226364 13.201818)",45.63
75,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-31","NH-75 (Bangalore-Mangalore, Tumkur Rd)",30,NH,Highway,Rural,1.77,6,True,0.11,80,13.20181818181818,77.22636363636363,13.209090909090907,77.21181818181817,"LINESTRING(77.226364 13.201818, 77.211818 13.209091)",47.39
76,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-32","NH-75 (Bangalore-Mangalore, Tumkur Rd)",31,NH,Highway,Rural,1.77,4,True,0.14,80,13.209090909090907,77.21181818181817,13.216363636363637,77.19727272727272,"LINESTRING(77.211818 13.209091, 77.197273 13.216364)",49.15
77,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-33","NH-75 (Bangalore-Mangalore, Tumkur Rd)",32,NH,Highway,Rural,1.77,7,True,0.12,70,13.216363636363637,77.19727272727272,13.223636363636365,77.18272727272728,"LINESTRING(77.197273 13.216364, 77.182727 13.223636)",50.92
78,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-34","NH-75 (Bangalore-Mangalore, Tumkur Rd)",33,NH,Highway,Rural,1.77,8,True,0.12,80,13.223636363636365,77.18272727272728,13.23090909090909,77.16818181818182,"LINESTRING(77.182727 13.223636, 77.168182 13.230909)",52.68
79,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-35","NH-75 (Bangalore-Mangalore, Tumkur Rd)",34,NH,Highway,Rural,1.77,7,True,0.1,80,13.23090909090909,77.16818181818182,13.238181818181818,77.15363636363637,"LINESTRING(77.168182 13.230909, 77.153636 13.238182)",54.44
80,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-36","NH-75 (Bangalore-Mangalore, Tumkur Rd)",35,NH,Highway,Rural,1.77,4,True,0.14,90,13.238181818181818,77.15363636363637,13.245454545454546,77.13909090909091,"LINESTRING(77.153636 13.238182, 77.139091 13.245455)",56.21
81,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-37","NH-75 (Bangalore-Mangalore, Tumkur Rd)",36,NH,Highway,Rural,1.77,6,True,0.1,90,13.245454545454546,77.13909090909091,13.252727272727272,77.12454545454545,"LINESTRING(77.139091 13.245455, 77.124545 13.252727)",57.97
82,"NH-75 (Bangalore-Mangalore, Tumkur Rd) Seg-38","NH-75 (Bangalore-Mangalore, Tumkur Rd)",37,NH,Highway,Rural,1.77,5,True,0.11,70,13.252727272727272,77.12454545454545,13.26,77.11,"LINESTRING(77.124545 13.252727, 77.11 13.26)",59.74
83,NH-948 (Nelamangala Bypass) Seg-1,NH-948 (Nelamangala Bypass),0,NH,Highway,Rural,1.627,8,True,0.25,60,13.1,77.39,13.099166666666669,77.375,"LINESTRING(77.39 13.1, 77.375 13.099167)",26.36
84,NH-948 (Nelamangala Bypass) Seg-2,NH-948 (Nelamangala Bypass),1,NH,Highway,Rural,1.627,8,False,0.23,90,13.099166666666669,77.375,13.098333333333333,77.36,"LINESTRING(77.375 13.099167, 77.36 13.098333)",27.7
85,NH-948 (Nelamangala Bypass) Seg-3,NH-948 (Nelamangala Bypass),2,NH,Highway,Rural,1.627,4,True,0.2,60,13.098333333333333,77.36,13.0975,77.345,"LINESTRING(77.36 13.098333, 77.345 13.0975)",29.06
86,NH-948 (Nelamangala Bypass) Seg-4,NH-948 (Nelamangala Bypass),3,NH,Highway,Rural,1.627,6,True,0.17,70,13.0975,77.345,13.096666666666668,77.33,"LINESTRING(77.345 13.0975, 77.33 13.096667)",30.45
87,NH-948 (Nelamangala Bypass) Seg-5,NH-948 (Nelamangala Bypass),4,NH,Highway,Rural,1.627,8,True,0.12,60,13.096666666666668,77.33,13.095833333333331,77.315,"LINESTRING(77.33 13.096667, 77.315 13.095833)",31.86
88,NH-948 (Nelamangala Bypass) Seg-6,NH-948 (Nelamangala Bypass),5,NH,Highway,Rural,1.627,8,True,0.1,80,13.095833333333331,77.315,13.095,77.3,"LINESTRING(77.315 13.095833, 77.3 13.095)",33.29
89,NH-948 (Nelamangala Bypass) Seg-7,NH-948 (Nelamangala Bypass),6,NH,Highway,Rural,1.82,7,True,0.12,60,13.095,77.3,13.09,77.28399999999999,"LINESTRING(77.3 13.095, 77.284 13.09)",34.74
90,NH-948 (Nelamangala Bypass) Seg-8,NH-948 (Nelamangala Bypass),7,NH,Highway,Rural,1.82,7,True,0.1,90,13.09,77.28399999999999,13.085,77.268,"LINESTRING(77.284 13.09, 77.268 13.085)",36.13
91,NH-948 (Nelamangala Bypass) Seg-9,NH-948 (Nelamangala Bypass),8,NH,Highway,Rural,1.82,4,True,0.14,80,13.085,77.268,13.08,77.252,"LINESTRING(77.268 13.085, 77.252 13.08)",37.56
92,NH-948 (Nelamangala Bypass) Seg-10,NH-948 (Nelamangala Bypass),9,NH,Highway,Rural,1.82,7,True,0.1,70,13.08,77.252,13.075,77.236,"LINESTRING(77.252 13.08, 77.236 13.075)",39.02
93,NH-948 (Nelamangala Bypass) Seg-11,NH-948 (Nelamangala Bypass),10,NH,Highway,Rural,1.82,6,True,0.11,60,13.075,77.236,13.07,77.22,"LINESTRING(77.236 13.075, 77.22 13.07)",40.51
94,NH-209 (Bannerghatta Rd) Seg-1,NH-209 (Bannerghatta Rd),0,NH,Highway,Urban,1.439,4,False,0.56,70,12.9716,77.5946,12.95870712,77.59573022,"LINESTRING(77.5946 12.9716, 77.59573 12.958707)",0.0
95,NH-209 (Bannerghatta Rd) Seg-2,NH-209 (Bannerghatta Rd),1,NH,Highway,Urban,0.28,5,True,0.5,80,12.95870712,77.59573022,12.9562,77.59595,"LINESTRING(77.59573 12.958707, 77.59595 12.9562)",1.44
96,NH-209 (Bannerghatta Rd) Seg-3,NH-209 (Bannerghatta Rd),2,NH,Highway,Urban,1.719,6,True,0.61,80,12.9562,77.59595,12.9408,77.59729999999999,"LINESTRING(77.59595 12.9562, 77.5973 12.9408)",1.72
97,NH-209 (Bannerghatta Rd) Seg-4,NH-209 (Bannerghatta Rd),3,NH,Highway,Urban,1.719,7,True,0.49,70,12.9408,77.59729999999999,12.9254,77.59864999999999,"LINESTRING(77.5973 12.9408, 77.59865 12.9254)",3.44
98,NH-209 (Bannerghatta Rd) Seg-5,NH-209 (Bannerghatta Rd),4,NH,Highway,Urban,1.719,6,True,0.65,60,12.9254,77.59864999999999,12.91,77.6,"LINESTRING(77.59865 12.9254, 77.6 12.91)",5.16
